61.57,83.11,
61.91,83.45,
60.92,82.46,
60.95,82.49,
70.1,91.64,
72.04,93.58,
71.3,92.84,
65.27,86.81,
62.5,84.04,
61.34,82.88,
61.27,82.81,
62.01,83.55,
68.66,90.2,
71.6,93.14,
77.24,98.78,
76.99,98.53,
70.85,92.39,
64.2,85.74,
60.43,81.97,
59.74,81.28,
58.25,79.79,
56.25,77.79,
55.93,77.47,
55.96,77.5,
56.34,77.88,
57.38,78.92,
58.23,79.77,
62.71,84.25,
77.26,98.8,
79.19,100.73,
80.19,101.73,
81.28,102.82,
82.5,104.04,
81.43,102.97,
82.74,104.28,
82.16,103.7,
79.28,100.82,
78.42,99.96,
82.35,103.89,
78.7,100.24,
76.11,97.65,
65.14,86.68,
58.7,80.24,
58.3,79.84,
53.39,74.93,
53.2,74.74,
50.63,72.17,
47.39,68.93,
46.21,67.75,
46.28,67.82,
50.32,71.86,
57.45,78.99,
69.62,91.16,
68.98,90.52,
64.27,85.81,
63.23,84.77,
64.87,86.41,
65.65,87.19,
66.36,87.9,
65.73,87.27,
69.4,90.94,
63.75,85.29,
67.77,89.31,
63.1,84.64,
64.21,85.75,
60.72,82.26,
59.9,81.44,
57.99,79.53,
47.21,68.75,
42.83,64.37,
44.75,66.29,
42.51,64.05,
40.65,62.19,
41.61,63.15,
41.85,63.39,
51.36,72.9,
65.52,87.06,
61.27,82.81,
59.61,81.15,
59.79,81.33,
62.97,84.51,
62.39,83.93,
61.23,82.77,
60.45,81.99,
60.75,82.29,
61.37,82.91,
64.75,86.29,
64.06,85.6,
64.75,86.29,
61.39,82.93,
57.97,79.51,
52.92,74.46,
46,67.54,
48.38,69.92,
44.21,65.75,
44.98,66.52,
42.29,63.83,
40.36,61.9,
40.56,62.1,
38.47,60.01,
40.59,62.13,
42.63,64.17,
47.15,68.69,
47.12,68.66,
46.11,67.65,
47.11,68.65,
46.13,67.67,
42.7,64.24,
42.62,64.16,
45.43,66.97,
48.37,69.91,
50.15,71.69,
44.72,66.26,
47.1,68.64,
42.79,64.33,
43.09,64.63,
36.36,57.9,
31.33,52.87,
29.22,50.76,
27.17,48.71,
26.22,47.76,
27.16,48.7,
30.54,52.08,
6.26,27.8,
14.34,35.88,
24.42,45.96,
32.81,54.35,
36.89,58.43,
41.19,62.73,
39.99,61.53,
31.19,52.73,
31.21,52.75,
29.48,51.02,
31.89,53.43,
44.79,66.33,
42.72,64.26,
46.16,67.7,
40.91,62.45,
40.57,62.11,
41.46,63,
29.28,50.82,
40.58,62.12,
34.15,55.69,
31.37,52.91,
31.54,53.08,
34.11,55.65,
41.68,63.22,
51.31,72.85,
76.23,97.77,
76.2,97.74,
67.61,89.15,
61.69,83.23,
61.35,82.89,
60.61,82.15,
60.67,82.21,
60.26,81.8,
60.77,82.31,
60.27,81.81,
65.69,87.23,
62.97,84.51,
60.87,82.41,
58.89,80.43,
46.83,68.37,
46.19,67.73,
40.38,61.92,
40.55,62.09,
41.7,63.24,
42.44,63.98,
41.99,63.53,
42.54,64.08,
42.97,64.51,
52.33,73.87,
63.65,85.19,
65.49,87.03,
59.75,81.29,
57.35,78.89,
55.02,76.56,
55.01,76.55,
55.04,76.58,
56.9,78.44,
60.19,81.73,
65.41,86.95,
73.44,94.98,
73.27,94.81,
69.19,90.73,
62.69,84.23,
61.19,82.73,
58.3,79.84,
49.64,71.18,
44.53,66.07,
46.3,67.84,
43.27,64.81,
44.96,66.5,
45.19,66.73,
47.54,69.08,
58.6,80.14,
62.9,84.44,
66.02,87.56,
63.69,85.23,
60.99,82.53,
61.6,83.14,
60.98,82.52,
60.56,82.1,
61.91,83.45,
66.89,88.43,
69.08,90.62,
75.97,97.51,
74.51,96.05,
65.79,87.33,
60.72,82.26,
59.24,80.78,
55.01,76.55,
47.57,69.11,
55.64,77.18,
52.87,74.41,
46.74,68.28,
46.72,68.26,
46.71,68.25,
46.75,68.29,
58.97,80.51,
65.17,86.71,
66.07,87.61,
62.18,83.72,
61.25,82.79,
60.7,82.24,
58.3,79.84,
57.46,79,
57.81,79.35,
59.49,81.03,
60.65,82.19,
63.82,85.36,
63.95,85.49,
61.77,83.31,
59.6,81.14,
53.33,74.87,
50.29,71.83,
43.29,64.83,
41.06,62.6,
42.92,64.46,
41,62.54,
41.84,63.38,
45.39,66.93,
47.3,68.84,
55.99,77.53,
65.32,86.86,
68.99,90.53,
68.2,89.74,
69.27,90.81,
71.25,92.79,
71.23,92.77,
71.3,92.84,
73.11,94.65,
75.33,96.87,
78.38,99.92,
83.77,105.31,
84.82,106.36,
79.3,100.84,
72.79,94.33,
69.2,90.74,
66.92,88.46,
60.07,81.61,
60.31,81.85,
58.75,80.29,
59.34,80.88,
59.2,80.74,
58.33,79.87,
58.52,80.06,
58.62,80.16,
59.02,80.56,
61.01,82.55,
66.33,87.87,
70.09,91.63,
70.17,91.71,
66.27,87.81,
63.24,84.78,
61.35,82.89,
62.55,84.09,
65.12,86.66,
73.72,95.26,
76.18,97.72,
65.52,87.06,
60.23,81.77,
58.3,79.84,
58.74,80.28,
55.78,77.32,
54.63,76.17,
52.47,74.01,
53.52,75.06,
53.59,75.13,
53.6,75.14,
53.39,74.93,
45.4,66.94,
46.45,67.99,
50.35,71.89,
56.22,77.76,
58.48,80.02,
59.5,81.04,
59.43,80.97,
59.13,80.67,
59.45,80.99,
61.19,82.73,
61.72,83.26,
69.7,91.24,
73.74,95.28,
71.08,92.62,
61.82,83.36,
61.68,83.22,
62.28,83.82,
59.7,81.24,
59.2,80.74,
59.04,80.58,
59.53,81.07,
59.69,81.23,
59.35,80.89,
60.91,82.45,
74.15,95.69,
83.35,104.89,
87.77,109.31,
83.66,105.2,
80.12,101.66,
79.23,100.77,
76.25,97.79,
79.23,100.77,
79,100.54,
78.71,100.25,
79.47,101.01,
83.44,104.98,
87.54,109.08,
84.24,105.78,
76.28,97.82,
71.28,92.82,
68.81,90.35,
62.35,83.89,
63.21,84.75,
62.36,83.9,
61.2,82.74,
61.25,82.79,
62.3,83.84,
66.09,87.63,
70.68,92.22,
84.67,106.21,
90.16,111.7,
90.08,111.62,
88.62,110.16,
88.74,110.28,
84.81,106.35,
84.21,105.75,
83.66,105.2,
83.38,104.92,
82.32,103.86,
89.83,111.37,
97.93,119.47,
87.3,108.84,
81.29,102.83,
74.01,95.55,
73.3,94.84,
68.21,89.75,
62.36,83.9,
63.35,84.89,
62.81,84.35,
62.48,84.02,
64.55,86.09,
66.35,87.89,
74.99,96.53,
85.4,106.94,
89.67,111.21,
87.88,109.42,
86.24,107.78,
85.27,106.81,
79.77,101.31,
80.87,102.41,
79.28,100.82,
81.28,102.82,
82.3,103.84,
86.75,108.29,
88.38,109.92,
83.23,104.77,
74.5,96.04,
70.26,91.8,
69.66,91.2,
62.79,84.33,
60.95,82.49,
61.21,82.75,
60.28,81.82,
60.24,81.78,
60.66,82.2,
62.37,83.91,
68.2,89.74,
79.7,101.24,
85.07,106.61,
81.8,103.34,
81.81,103.35,
81.17,102.71,
83.72,105.26,
85.29,106.83,
82.82,104.36,
81.27,102.81,
83.27,104.81,
90.48,112.02,
88.27,109.81,
85.09,106.63,
76.85,98.39,
71.14,92.68,
68.54,90.08,
62.24,83.78,
62.46,84,
61.25,82.79,
60.14,81.68,
60.06,81.6,
60.67,82.21,
63.77,85.31,
68.8,90.34,
85.56,107.1,
84.84,106.38,
88.96,110.5,
88.25,109.79,
87.03,108.57,
81.22,102.76,
79.05,100.59,
77.86,99.4,
75.37,96.91,
76.46,98,
81.26,102.8,
79.27,100.81,
78.26,99.8,
72.76,94.3,
66.4,87.94,
65.49,87.03,
62.42,83.96,
59.78,81.32,
58.32,79.86,
55.72,77.26,
55.57,77.11,
57.21,78.75,
56.27,77.81,
55.22,76.76,
55.54,77.08,
58.88,80.42,
60.81,82.35,
61.54,83.08,
69.09,90.63,
68.55,90.09,
65.65,87.19,
61.35,82.89,
61.53,83.07,
65.8,87.34,
67.37,88.91,
69.14,90.68,
65.84,87.38,
61.32,82.86,
59.25,80.79,
59.39,80.93,
56.27,77.81,
54.54,76.08,
53.41,74.95,
50.32,71.86,
51.19,72.73,
52.77,74.31,
53.03,74.57,
51.1,72.64,
53.63,75.17,
55.92,77.46,
59.31,80.85,
61.22,82.76,
67.93,89.47,
63.27,84.81,
60.53,82.07,
60.41,81.95,
60.54,82.08,
61.57,83.11,
67.78,89.32,
72.24,93.78,
70.31,91.85,
66.2,87.74,
61.48,83.02,
61.27,82.81,
59.35,80.89,
58.21,79.75,
57.41,78.95,
56.82,78.36,
56.69,78.23,
57.08,78.62,
58.38,79.92,
73.22,94.76,
86.44,107.98,
84.5,106.04,
78.56,100.1,
76.56,98.1,
78.71,100.25,
77.5,99.04,
77.28,98.82,
73.75,95.29,
73.72,95.26,
71.04,92.58,
76.2,97.74,
75.31,96.85,
68.26,89.8,
61.62,83.16,
59.77,81.31,
58.43,79.97,
55.33,76.87,
51.64,73.18,
47.59,69.13,
48.23,69.77,
47.62,69.16,
51.2,72.74,
54.2,75.74,
58.85,80.39,
65.55,87.09,
67.2,88.74,
68.25,89.79,
68.22,89.76,
69.61,91.15,
69.21,90.75,
69.47,91.01,
70.42,91.96,
72.24,93.78,
70.21,91.75,
81.93,103.47,
77.59,99.13,
73.54,95.08,
71.28,92.82,
66.51,88.05,
61.56,83.1,
59.08,80.62,
58.25,79.79,
57.87,79.41,
57.21,78.75,
56.55,78.09,
57.03,78.57,
57.22,78.76,
65.53,87.07,
75.59,97.13,
74.14,95.68,
65.24,86.78,
64.39,85.93,
61,82.54,
59.13,80.67,
58.91,80.45,
58.31,79.85,
57.87,79.41,
58.28,79.82,
61.23,82.77,
59.9,81.44,
59.29,80.83,
56.75,78.29,
52.97,74.51,
48.24,69.78,
46.18,67.72,
41.26,62.8,
42.02,63.56,
40.49,62.03,
40.65,62.19,
43.12,64.66,
44.65,66.19,
57.48,79.02,
61.28,82.82,
63.4,84.94,
60.17,81.71,
60.09,81.63,
61.09,82.63,
59.91,81.45,
59.84,81.38,
60.46,82,
65.1,86.64,
63.73,85.27,
72.63,94.17,
71.01,92.55,
70.28,91.82,
64.69,86.23,
60.37,81.91,
60.02,81.56,
56.68,78.22,
57.88,79.42,
56.89,78.43,
57.7,79.24,
56.02,77.56,
55.17,76.71,
57.35,78.89,
67.69,89.23,
80.04,101.58,
80.47,102.01,
77.63,99.17,
80.79,102.33,
78.75,100.29,
77.28,98.82,
76.23,97.77,
74.52,96.06,
74.99,96.53,
75.28,96.82,
77.97,99.51,
79.54,101.08,
74.39,95.93,
71.32,92.86,
61.45,82.99,
60.78,82.32,
58.29,79.83,
59.2,80.74,
57.78,79.32,
57.68,79.22,
57.03,78.57,
56.23,77.77,
56.41,77.95,
56.26,77.8,
57.83,79.37,
59.64,81.18,
60.79,82.33,
61.19,82.73,
60.07,81.61,
59.69,81.23,
59.51,81.05,
59.47,81.01,
60.45,81.99,
63.4,84.94,
74.27,95.81,
75.59,97.13,
73.43,94.97,
64.11,85.65,
59.62,81.16,
59.78,81.32,
56.84,78.38,
50.32,75.26,
49.6,74.54,
49.26,74.2,
48.91,73.85,
49.06,74,
49.27,74.21,
47.54,72.48,
49.76,74.7,
51.12,76.06,
52.37,77.31,
57.43,82.37,
61.02,85.96,
58.23,83.17,
51.52,76.46,
51.49,76.43,
51.75,76.69,
53.17,78.11,
60.13,85.07,
59.83,84.77,
53.27,78.21,
51.87,76.81,
51.64,76.58,
51.46,76.4,
50.2,75.14,
50.51,75.45,
49.66,74.6,
49.47,74.41,
49.49,74.43,
49.52,74.46,
50.75,75.69,
61.13,86.07,
76.63,101.57,
76.41,101.35,
78.2,103.14,
74.63,99.57,
74.24,99.18,
68.28,93.22,
67.32,92.26,
68.26,93.2,
69.02,93.96,
71.27,96.21,
82.23,107.17,
78.2,103.14,
74.73,99.67,
68.28,93.22,
66.33,91.27,
63.28,88.22,
57.96,82.9,
52.74,77.68,
52.12,77.06,
51.33,76.27,
51.36,76.3,
51.49,76.43,
53.36,78.3,
63.28,88.22,
83.71,108.65,
83.36,108.3,
82.07,107.01,
79.05,103.99,
76.65,101.59,
69.48,94.42,
72.04,96.98,
71.13,96.07,
74.98,99.92,
74.82,99.76,
83.35,108.29,
88.8,113.74,
76.17,101.11,
71.27,96.21,
67.53,92.47,
67.21,92.15,
54.15,79.09,
58.18,83.12,
54.42,79.36,
53.36,78.3,
53.34,78.28,
53.77,78.71,
56.83,81.77,
65.92,90.86,
74.2,99.14,
85.04,109.98,
85.87,110.81,
84.38,109.32,
82.22,107.16,
78.15,103.09,
76.81,101.75,
74.73,99.67,
73.16,98.1,
73.2,98.14,
82.65,107.59,
99.15,124.09,
86.01,110.95,
73.17,98.11,
65.94,90.88,
67.32,92.26,
59.69,84.63,
63.24,88.18,
56.57,81.51,
55.52,80.46,
55.72,80.66,
56.2,81.14,
62.19,87.13,
69.24,94.18,
87.07,112.01,
85.34,110.28,
83.56,108.5,
75.31,100.25,
73.24,98.18,
73.8,98.74,
70.72,95.66,
67.78,92.72,
66.82,91.76,
67.32,92.26,
74.03,98.97,
71.41,96.35,
68.22,93.16,
65.17,90.11,
61.18,86.12,
53.73,78.67,
52.29,77.23,
52.01,76.95,
51.42,76.36,
51.03,75.97,
51.01,75.95,
51.51,76.45,
52.33,77.27,
59.28,84.22,
76.2,101.14,
70.18,95.12,
69.22,94.16,
69.21,94.15,
66.21,91.15,
62.93,87.87,
60.38,85.32,
58.82,83.76,
61.85,86.79,
66.23,91.17,
73.47,98.41,
78.23,103.17,
73.52,98.46,
68.28,93.22,
63.61,88.55,
62.65,87.59,
52.29,77.23,
51.74,76.68,
51.28,76.22,
50.57,75.51,
49.56,74.5,
49.36,74.3,
49.19,74.13,
48.81,73.75,
51.07,76.01,
55.31,80.25,
65.38,90.32,
61.24,86.18,
57.03,81.97,
53.27,78.21,
49.84,74.78,
48.64,73.58,
48.04,72.98,
48.44,73.38,
52.43,77.37,
59.09,84.03,
50.11,75.05,
45.59,70.53,
38.29,63.23,
37.53,62.47,
32.84,57.78,
18.28,43.22,
22.16,47.1,
18.5,43.44,
20.88,45.82,
15.96,40.9,
22.38,47.32,
13.33,38.27,
14.77,39.71,
28.14,53.08,
34.88,59.82,
38.29,63.23,
38.33,63.27,
35.49,60.43,
33.88,58.82,
38.38,63.32,
43.22,68.16,
49.94,74.88,
56.69,81.63,
62.83,87.77,
59.63,84.57,
51.4,76.34,
50.21,75.15,
49.63,74.57,
40.12,65.06,
39.7,64.64,
38.23,63.17,
34.78,59.72,
37.14,62.08,
33.09,58.03,
33.16,58.1,
45.56,70.5,
52.45,77.39,
53.24,78.18,
53.28,78.22,
53.28,78.22,
53.34,78.28,
54.49,79.43,
54.24,79.18,
53.97,78.91,
56.09,81.03,
55.58,80.52,
60.94,85.88,
67.21,92.15,
67.85,92.79,
63.19,88.13,
56.12,81.06,
52.71,77.65,
50.4,75.34,
48.64,73.58,
48.6,73.54,
48.47,73.41,
48.85,73.79,
49.3,74.24,
51.03,75.97,
61.5,86.44,
76.23,101.17,
72.28,97.22,
69.25,94.19,
71.25,96.19,
73.25,98.19,
70.55,95.49,
70.23,95.17,
69.28,94.22,
70.28,95.22,
73.66,98.6,
84.69,109.63,
108.22,133.16,
86.1,111.04,
74.94,99.88,
67.37,92.31,
67.82,92.76,
57.23,82.17,
53.85,78.79,
53.95,78.89,
53.8,78.74,
53.9,78.84,
54.67,79.61,
56.38,81.32,
69.25,94.19,
83.42,108.36,
88.19,113.13,
83.19,108.13,
77.5,102.44,
77.13,102.07,
72.34,97.28,
72.1,97.04,
71.21,96.15,
73.08,98.02,
74.14,99.08,
81.76,106.7,
104.65,129.59,
88.5,113.44,
78.9,103.84,
69.28,94.22,
71.22,96.16,
56.09,81.03,
59.91,84.85,
57.53,82.47,
54.95,79.89,
55.31,80.25,
55.63,80.57,
59.48,84.42,
73.23,98.17,
86.64,111.58,
93.88,118.82,
84.09,109.03,
77.09,102.03,
73.24,98.18,
68.19,93.13,
67.18,92.12,
67.22,92.16,
68.75,93.69,
73.24,98.18,
80.86,105.8,
95.28,120.22,
93.22,118.16,
78.26,103.2,
70,94.94,
66.57,91.51,
60.19,85.13,
54.31,79.25,
54.38,79.32,
54.32,79.26,
54.3,79.24,
55.16,80.1,
56.28,81.22,
68.7,93.64,
81.53,106.47,
81.12,106.06,
74.09,99.03,
68.77,93.71,
66.25,91.19,
61.33,86.27,
56.73,81.67,
55.34,80.28,
61.32,86.26,
66.48,91.42,
69.03,93.97,
69.59,94.53,
64.99,89.93,
55.09,80.03,
52.33,77.27,
53.71,78.65,
52.37,77.31,
52.09,77.03,
53.33,78.27,
51.3,76.24,
50.95,75.89,
50.96,75.9,
52.56,77.5,
50.83,75.77,
50.23,75.17,
54.45,79.39,
56.55,81.49,
57.39,82.33,
55.45,80.39,
54.34,79.28,
54.29,79.23,
54.87,79.81,
59.18,84.12,
59.63,84.57,
63.97,88.91,
68.26,93.2,
63.41,88.35,
60.92,85.86,
55.33,80.27,
58.24,83.18,
54.15,79.09,
53.87,78.81,
53.29,78.23,
53.87,78.81,
53.29,78.23,
52.56,77.5,
53.31,78.25,
50.95,75.89,
50.96,75.9,
53.8,78.74,
50.61,75.55,
49.66,74.6,
49.67,74.61,
49.21,74.15,
47.39,72.33,
46.97,71.91,
48.85,73.79,
49.92,74.86,
54.52,79.46,
63.32,88.26,
62.48,87.42,
55.11,80.05,
53.86,78.8,
55.78,80.72,
51.73,76.67,
50,74.94,
49.3,74.24,
48.63,73.57,
49.54,74.48,
49.17,74.11,
50.3,75.24,
63.25,88.19,
71.11,96.05,
68.19,93.13,
64.74,89.68,
58.35,83.29,
56.15,81.09,
53.87,78.81,
53.66,78.6,
53.85,78.79,
58.28,83.22,
63.96,88.9,
69.33,94.27,
77.43,102.37,
70.73,95.67,
66.27,91.21,
57.45,82.39,
54.62,79.56,
53.29,78.23,
52.37,77.31,
52.55,77.49,
53.07,78.01,
53.35,78.29,
53.31,78.25,
54.36,79.3,
67.28,92.22,
78.31,103.25,
78.83,103.77,
73.26,98.2,
71.19,96.13,
68.81,93.75,
66.59,91.53,
66.6,91.54,
66.79,91.73,
67.82,92.76,
68.2,93.14,
72.88,97.82,
85.79,110.73,
80.2,105.14,
73.22,98.16,
66,90.94,
63.36,88.3,
55.25,80.19,
53.58,78.52,
53.37,78.31,
53.31,78.25,
53.03,77.97,
54.31,79.25,
56.86,81.8,
71.19,96.13,
77.9,102.84,
81.08,106.02,
77.22,102.16,
77.3,102.24,
73.72,98.66,
70.28,95.22,
66.26,91.2,
66.2,91.14,
67.27,92.21,
67.99,92.93,
74.58,99.52,
82.13,107.07,
79.96,104.9,
68.22,93.16,
60.77,85.71,
55.55,80.49,
53.37,78.31,
54.18,79.12,
53.23,78.17,
51.35,76.29,
51.83,76.77,
53.21,78.15,
54.23,79.17,
60.21,85.15,
71.21,96.15,
73.73,98.67,
73.22,98.16,
70.35,95.29,
67.24,92.18,
60.89,85.83,
59.97,84.91,
59.56,84.5,
64.18,89.12,
68.15,93.09,
72.87,97.81,
72.27,97.21,
63.31,88.25,
60.67,85.61,
54.29,79.23,
53.31,78.25,
50.72,75.66,
48.78,73.72,
47.61,72.55,
46.13,71.07,
46.48,71.42,
46.76,71.7,
48.48,73.42,
52.42,77.36,
54.7,79.64,
56.08,81.02,
54.4,79.34,
53.34,78.28,
51.45,76.39,
49.94,74.88,
49.78,74.72,
50.45,75.39,
54.37,79.31,
55.45,80.39,
66.23,91.17,
72.38,97.32,
67.89,92.83,
62.62,87.56,
54.36,79.3,
54.3,79.24,
52.97,77.91,
51.85,76.79,
48.79,73.73,
48.86,73.8,
48.22,73.16,
48.24,73.18,
48.16,73.1,
48.36,73.3,
48.97,73.91,
49.36,74.3,
50.31,75.25,
51.54,76.48,
50.61,75.55,
49.45,74.39,
49.26,74.2,
49.25,74.19,
52.72,77.66,
54.28,79.22,
64.24,89.18,
72.43,97.37,
66.7,91.64,
61.9,86.84,
60.75,85.69,
57.48,82.42,
55.21,80.15,
60.14,85.08,
55.23,80.17,
54.36,79.3,
54.38,79.32,
55.49,80.43,
54.32,79.26,
51.31,76.25,
52.29,77.23,
58.29,83.23,
64.26,89.2,
65.18,90.12,
64.01,88.95,
59.61,84.55,
52.9,77.84,
50.18,75.12,
48.33,73.27,
51.31,76.25,
63.22,88.16,
73.13,98.07,
67.38,92.32,
54.37,79.31,
51.97,76.91,
53.29,78.23,
48.36,73.3,
41.9,66.84,
39.81,64.75,
37.37,62.31,
35.18,60.12,
35.53,60.47,
41.46,66.4,
52.34,77.28,
55.47,80.41,
53.93,78.87,
58.29,83.23,
59.07,84.01,
61.86,86.8,
63.22,88.16,
64.12,89.06,
63.27,88.21,
64.26,89.2,
63.94,88.88,
65.84,90.78,
76.28,101.22,
69.46,94.4,
60.6,85.54,
54.26,79.2,
53.36,78.3,
48.21,73.15,
49.05,73.99,
48.36,73.3,
47.18,72.12,
47.28,72.22,
48.19,73.13,
48.26,73.2,
53.37,78.31,
64.22,89.16,
66.2,91.14,
61.15,86.09,
54.14,79.08,
53.33,78.27,
52.28,77.22,
52.88,77.82,
54.36,79.3,
63.87,88.81,
65.59,90.53,
71.21,96.15,
78.23,103.17,
76.19,101.13,
67.68,92.62,
61.28,86.22,
54.33,79.27,
51.47,76.41,
52.9,77.84,
53.32,78.26,
51.96,76.9,
52.73,77.67,
53.3,78.24,
53.29,78.23,
66.25,91.19,
74.78,99.72,
73.18,98.12,
72.89,97.83,
73.28,98.22,
74.94,99.88,
67.51,92.45,
67.18,92.12,
70.15,95.09,
70.24,95.18,
73.21,98.15,
73.19,98.13,
91.62,116.56,
85.44,110.38,
75.53,100.47,
70.94,95.88,
65.68,90.62,
57.82,82.76,
54.18,79.12,
54.18,79.12,
53.13,78.07,
52.31,77.25,
52.71,77.65,
54.1,79.04,
70.66,95.6,
78.48,103.42,
78.92,103.86,
70.26,95.2,
63.23,88.17,
62.04,86.98,
54.22,79.16,
54.26,79.2,
54.4,79.34,
59.22,84.16,
63.2,88.14,
68.16,93.1,
69.02,93.96,
68.32,93.26,
61.07,86.01,
54.08,79.02,
53.38,78.32,
50.31,75.25,
50,74.94,
50.74,75.68,
50.47,75.41,
51.2,76.14,
51.3,76.24,
53.16,78.1,
65.19,90.13,
67.3,92.24,
66.35,91.29,
65.71,90.65,
63.2,88.14,
62.67,87.61,
58.87,83.81,
59,83.94,
58.21,83.15,
63.96,88.9,
64.9,89.84,
71.22,96.16,
87.34,112.28,
81.1,106.04,
70.47,95.41,
63.35,88.29,
60.58,85.52,
55.16,80.1,
51.76,76.7,
51.32,76.26,
50.35,75.29,
51.32,76.26,
50.58,75.52,
50.28,75.22,
49.09,74.03,
53.01,77.95,
62.23,87.17,
63.3,88.24,
59.2,84.14,
52.66,77.6,
49.17,74.11,
48.15,73.09,
48.11,73.05,
48.85,73.79,
53.36,78.3,
63.33,88.27,
68.05,92.99,
61.16,86.1,
50.29,75.23,
47.15,72.09,
45.77,70.71,
38.41,63.35,
40.42,66.17,
32.86,58.61,
28.61,54.36,
28.57,54.32,
26.66,52.41,
26.75,52.5,
23.58,49.33,
28.53,54.28,
32.57,58.32,
38.36,64.11,
41.31,67.06,
47.05,72.8,
43.02,68.77,
39.81,65.56,
39.18,64.93,
40.33,66.08,
40.26,66.01,
43.93,69.68,
54.35,80.1,
54.31,80.06,
53.46,79.21,
43.94,69.69,
52.6,78.35,
45.3,71.05,
46.66,72.41,
44.04,69.79,
43.76,69.51,
41.66,67.41,
40.66,66.41,
46.51,72.26,
60.15,85.9,
67.62,93.37,
64.65,90.4,
59.41,85.16,
57.12,82.87,
55.75,81.5,
54.55,80.3,
54.76,80.51,
54.51,80.26,
55.35,81.1,
57.16,82.91,
67.22,92.97,
76.1,101.85,
74.58,100.33,
58.49,84.24,
55.25,81,
52.89,78.64,
40.8,66.55,
42.42,68.17,
38.45,64.2,
37.06,62.81,
38.14,63.89,
42.43,68.18,
44.31,70.06,
55.67,81.42,
60.58,86.33,
58.82,84.57,
55.34,81.09,
53.21,78.96,
51.67,77.42,
50.56,76.31,
52.99,78.74,
54.74,80.49,
58.63,84.38,
63.46,89.21,
72.98,98.73,
84.56,110.31,
86.35,112.1,
68.75,94.5,
58.82,84.57,
57.38,83.13,
53.58,79.33,
51.97,77.72,
44.91,70.66,
44.03,69.78,
44.16,69.91,
46.7,72.45,
54.18,79.93,
58.3,84.05,
66.69,92.44,
62.73,88.48,
56.78,82.53,
54.39,80.14,
46.65,72.4,
44.23,69.98,
44.34,70.09,
50.3,76.05,
54.45,80.2,
55.33,81.08,
63.59,89.34,
76.14,101.89,
72.34,98.09,
60.02,85.77,
55.28,81.03,
55.17,80.92,
52.41,78.16,
53.68,79.43,
52.94,78.69,
52.68,78.43,
52.72,78.47,
53.15,78.9,
54.57,80.32,
62.58,88.33,
71.65,97.4,
71.27,97.02,
66.65,92.4,
61.73,87.48,
58.87,84.62,
57.35,83.1,
56.74,82.49,
57.96,83.71,
62.57,88.32,
66.58,92.33,
74.37,100.12,
94.9,120.65,
97.16,122.91,
82.65,108.4,
70.65,96.4,
68.1,93.85,
59.14,84.89,
59.14,84.89,
58.18,83.93,
55.76,81.51,
54.71,80.46,
56.13,81.88,
61.56,87.31,
70.71,96.46,
79.62,105.37,
77.88,103.63,
77.74,103.49,
77,102.75,
74.66,100.41,
68.1,93.85,
65.46,91.21,
62.38,88.13,
68.17,93.92,
69.92,95.67,
74.64,100.39,
88.27,114.02,
90.66,116.41,
71.64,97.39,
63.14,88.89,
62.71,88.46,
